Album_Name	Song_Name	Lyrics	Album_URL	Views	Release_date	Unnamed: 6
The Slim Shady LP (Expanded Edition)	Just Dont Give a Fuck	produced jeff bass intro frogg woah aget yo hands air get clappin em like back forth athis thought wasnt bes brothers representin dirty dozen fro double g check man goes name um er verse eminem slim shady brain dead like jim brady im little like kim lady im buzzin dirty dozen naughty rotten rhymer cursin players worse marty schottenheimer wacker motherfucker bit yo style aint gon sell two copies press double album admit fuck comin open im doin acid crack smack coke smokin dope name marshall mathers im alcoholic hi marshall disease dont know call better hide wallet cause im comin quick strip yo cash bought ticket yo concert come whip yo ass bitch im comin swingin fast itll make yo eyes spin gettin knocked fuck like mike tyson pssh proof puddin ask deshaun holton ill slit yo motherfuckin throat worse ron goldman chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause gon get stuck stoned snuffed cause dont give fuck verse eminem im nicer pete im search crush milkbone im everlastin melt vanilla ice like silicone im ill enough straight diss reason im colder snow season freezin flavor seasoning sneak preview ill diss yo magazine still wont get weak review ill make yo freak leave smell folgers crystals lyrical combat gentlemen hold pistols form like voltron blast shoulder missiles slim shady mm old initials byebye extortion snortin supportin abortion pathological liar blowin shit outta proportion looniest zaniest spontaneous sporadic impulsive thinker compulsive drinker addict half animal half man dumpin yo dead body inside fuckin trash holes afghan chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause finna get stuck stoned snuffed cause dont give fuck verse eminem somebody let limousine hey let im caged demon stage screamin like rage machine im convinced im fiend shootin record spinnin clinically braindead dont need second opinion fuck droppin jewel im flippin sacred treasure ill bite yo motherfuckin style make fresher cant take pressure im sick bitches sick naggin bosses bitchin im washin dishes school never said much busy havin head rush doin much rush face flushed like red blush went jim beam thats face grayed went gym eighth grade womens swim team dont take joke im comedian many mental problems got snortin coke smokin weed im goin curb drivin median finally made home dont got key get chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause finna get stuck stoned snuffed cause dont give fuck outro eminem shit fuck everybody outsiderz pacewon young zee fuck entire world du	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	703.4K	October 13, 1998	
The Slim Shady LP (Expanded Edition)	Soap (Skit)	roger skylar skylar montgomery want roger know along messing around dear veronica wait minute hold right woman love love know love destined together met beach destroy roger thats want love gon na together never                                                                                                                                                                                                                                                                                                                                                                                	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	28.7K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	As the World Turns	chorus dont know yes man world keeps turning world turns round round experience things life wish would stop let right trials tribulations dont know must go world keeps turning someone wants test us round round someone tries patience wish would stop let right verse hang bunch hippies wacky tobacco planters swallow lit roaches light like jackolanterns outsidaz baby suin courts cause dope fuck get source yo never shouldve booted outta reform school uhuh deformed fool takin shit warm pool til threw ramada inn said wasnt got twin oh god ahh started mother took bike away cause murdered guinea pig stuck microwave straight ouncers slappin teachers jackin front counselors class clown freshman dressed like les nessman fuck next lesson ill pass test guessin kids said eminem thizz head hell never last class hell ever pass phys ed maybe true til told bitch gym class fat swim laps need slim fast yeah bitch big walked vic tannys stepped jenny craig well never picked snap like skinny twig put headlock thought guinea pig wait wait wait wait felt evilness started transformin rrrahh began stormin heard bunch cheerin fans swarmin grabbed bitch hair drug across ground come bitch took highest divin board tossed sorry coach late tell stop drop bitch face watch bellyflop chorus cause dont know world turns world keeps turning days lives round round things must go wish would stop let right day day verse drive around milliondollar sports cars little kids hide tape parents like bad report cards outsidaz suin courts cause dope fuck get source yo hypochondriac hangin laundromat raunchy fat whitetrashy blondes dressed like sailor standin pail garbage almost dark im still tryna nail trailer park bitch met slut said nice meet ya hi id like treat faygo slice pizza im broke fuck dont get paid til first next month sorry youd care join roll next blunt aint got weed phillies papers plus im rapist repeated prison escapist give money dont try nothin funny cause know stinking ass fat try outrun went grab gun thats ass put stop uppercut hit basket laundry ooh fell glass doors started causin scene slid across floor flew right washin machine jumped broken back thank god smokin crack day doped coke smack wanted rape bitch snatch purse wan na kill yo got ta catch first ran rallys parkin lot took shortcut saw house ran shot fuckin porch kicked door murder divorced slut looked around room thats seen bedroom door shut know youre bitch got gun cocked might well come said come unlocked walked smelled liz claiborne seen spread across bed naked watchin gay porn said come big boy lets get acquainted turned around run twisted ankle sprained came full speed nothin could stop shot five times every bullet bounced started beg please let go swallowed fuckin leg whole like egg roll one leg left im hoppin around crippled grabbed pocket knife sliced right nipple tryna buy time remembered magic trick duhdahduhdahduhduh gogo gadget dick whipped shit aint doubt hit ground caused earthquake power outage shouted bitch lets see gets best stuffed shit crooked fucked fat slut death ow ow come bitch ow ahh come take mothafuckin dick bitch come chorus cause dont know go along world keeps turning throughout days lives round round wish would stop let right face small obstacles dont know challenges everyday world keeps turning must go round round things surround us atmosphere wish would stop let right dont know every day world keeps turning every single day world keeps turning round round keeps turning wish would stop let right keeps turning dont know world keeps turning	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	253.9K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	    Im Shady	produced bass brothers verse eminem came two glocks terrorize borough huh told slap dips murder girl gave finger told sit twirl sold billion tapes still screamed fuck world im slim shady come kill names hot shoot times spot ow think got generation brainwashed pop pills smoke pot til brains rot stop blood flow til veins clot need pain shot shot plain scotch purple haze acid raindrops spike punch party drink pop shaved armpits wore tank top bad boy told cant stop got ta make em fear fore make em feel everybody buy shit ima come kill chorus got mushrooms got acid got tabs aspirin tablets im brother need good weed set free know im friend need mini thin im slim shady shady shady shady im shady verse eminem like happy things im really calm peaceful uhhuh like birds bees like people like funny things make happy gleeful like teacher sucked weewee preschool ill type stab steel spike blow brain see feels like cause real life mhm dont want die normal death wan na killed twice uhhuh wan na scare somebody gun threat high drugs havent even done yet bring money tonight cause wife said biggest knife ever saw life help help try keep positive play cool shoot playground tell kids stay school stay school cause im one relate look better tonight think ill write biggest fan fuckyou letter chorus got mushrooms got acid got tabs aspirin tablets im brother need good weed set free know im friend need mini thin im slim shady shady shady shady im shady verse eminem yo ill listen demo tape act like dont like ahh shit wack six months later youll hear lyrics shit thats shit people dont buy shit dub thats im still broke numberone club hit yup uhhuh love make business public fuck ive got herpes subject uhhuh told aids yall would play cause stupid mothafuckas think im playin say well take pills dont speed dont crack dont coke smoke weed uhhuh dont smack shrooms drink beer yup wan na make things clear baby mamas dead shes still alive bitching dont herpes dicks itchin syphilis aidsinfested dont know yet im scared get tested chorus got mushrooms got acid got tabs aspirin tablets im brother need good weed set free know im friend need mini thin im slim shady shady shady shady im shady outro told shady yup yall didnt wan na believe mmmm mmmm im shady thats name	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	219.7K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	Bad Meets Evil	produced jeff bass intro cowboy jeff bass reckon aint familiar parts know theres story behind saloon years ago two outlaws took whole town sheriffs couldnt stop em quickest damn gunslingers ive ever seen got murdered coldblood old saloon little home away home say ghosts bad evil still live tavern quiet night still hear footsteps slim shady royce da verse eminem royce da dont speak float air wrapped sheet im real person im ghost trapped beat translate voice read seismograph noise spread picked transmitted royces head uhh trap room possess hoist bed til evilness flows blood like poisonous lead told one boys dead ohh asked come dark side made choice said yo hard yo done heard worse get two cars accelerate see onell swerve first two blind bandits panic whose mental capacity holds globe top nine planets kissed cheek devil intelligence level hellier treble peakin speakers ghetto dismissal im fair man disgraced race atheist interceptin missiles bare hands like patriot one track sliced without swords buried christ corpse past life black knight mounted white horse stay overworked like nazis nation collaboratin attemptin take earth chorus eminem royce da cause happens bad meets evil hit trees til look like vietnamese people hes evil im bad like steve seagal law cause dont agree police either shit neither verse eminem royce da aint eager legal please leave keys jeep eagle breathe ether three lethal amounts stab knee diseased needle ahh releasin rage anybody squeezin range cold enough make seasons change freezin rain hes insane im want shoot im pissed cause cant find decent vein disaster dreads im bad enough commit suicide survive long enough kill soul im dead danger funny actually flavors similar waiter cause serve stranger money spray hundred man joint chains slippin bullets pointblank range like punches piss flag burn murder come funeral service lobby strangle body confirm whippin human ass throwin blows crackin jaws fists wrapped gauze dipped glue glass im blazin emcees time amazin emcees somehow emcees aint eyebrowraisin angles us flash mac loud enough cast avalanche bust til volcanoes erupt interlude eminem hello billy ayo whats comin get stop know us verse eminem royce da used loudmouth remember uhuh im one burned house oh well im shit time im comin back blow house aint gon leave window jump give two fat tabs three shrooms wont see like fat people steam rooms go hell im gettin ready leave ima put air bag charge people breathe chorus royce da eminem cause happens bad meets evil hit trees til look like vietnamese people hes evil im bad like steve seagal peaceful see hell sequel well waiting see hell uhhuh wall street yup royce da slim shady uh see hell sequel byebye bad meets evil next time outro cowboy jeff bass thats story bad meets evil two wanted individuals county made jesse james billy kid look like lawabiding citizens bad go way got shot back comin old saloon spirits still live til day shh wait yall hear	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	276.1K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	Still Dont Give a Fuck	produced bass brothers intro lot people ask afraid death hell yeah im afraid death dont want die yet lot people think worship devil types retarded shit look cant change way think cant change way offended good cause still dont give fuck verse im zonin one joint stoppin limo hopped window shoppin demo gunpoint lyricist without clue year fuck needle heres sword body pierce livin amuck never givin fuck give keys im drunk ive never driven truck smoke dope cab ill stab sharpest knife grab come back next week reopen scab yeah killer instinct runs blood emptyin full clips buryin guns mud ive calmed heavy drugs could walk around straight two months buzz brains gone souls worn spirit torn rest bodys still bein operated im ducked fuck im writin rhyme cause im probably gon na get struck lightnin time chorus weed ive smoked yo blunts people ive offended yeah fuck friends used miss past rest assholes kiss ass drugs ive done yo im still gon people ive offended yeah fuck every time reminisce yo miss past still dont give fuck yall kiss ass verse walked gunfight knife kill cut fast blood spilled still blue ill hang til dangle chain ankles pull apart angles wan na crush skull til brains leak veins bust open like broken water mains tell saddam bother makin another bomb cause im crushin whole world palm got girl arm im armed firearm big entire arm giant firebomb buy mom shirt slim shady ironon pants match momma try em get imaginative mouth full adjectives brain full adverbs box full laxatives shittin rappers causing hospital accidents god help commit irresponsible acts chorus weed ive smoked yo blunts people ive offended yeah fuck friends used miss past rest assholes kiss ass drugs ive done yo im still gon people ive offended yeah fuck every time reminisce yo miss past still dont give fuck yall kiss ass verse wanted album rugged nobody could touch spent million track went budget oh shit fuck supposed get debt cant rap anymore murdered alphabet drug sickness got doin bugged twitches im withdrawin crack bad blood itches dont rap get women fuck bitches give fat slut cooks dishes never ran clique im posse kamikaze strappin motherfuckin bomb across second born momma lost im cross manson esham ozzy dont know fuck im first place worst day earth first birthday retarded nurse say brain damage fuck born durin earthquake chorus weed ive smoked yo blunts people ive offended yeah fuck friends used yo miss past rest assholes kiss ass drugs ive done yo im still gon people ive offended yeah fuck every time reminisce miss past still dont give fuck yall kiss ass	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	371.6K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	Hazardous Youth	like like like im illest rapper hold cordless patrollin corners lookin hookers punch mouth roll quarters im meaner action roscoe beatin james todd senior smackin back vacuum cleaner attachments grew wild hood hazardous youth fucked childhood used excuse aint shit changed kept mind state since third time failed ninth grade probably think im negative person dont sure dont promote violence encourage laugh sight death fall cement flight steps land inside bed spider webs throw caution wind friend jump bridge live shit blow brain im blowin mine fuck live might well die         	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	16.8K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	Get You Mad	intro eminem yo miccheck dick testing one two fuck dick nuts verse eminem attitude worse nwas ill battle stupid shit diss people aint shit like cool j tattoo see standin outside buildin screamin puffy good slim shady children look life new light fuck give two mics write songs fuck like probably hear rap halfhearted cause dont like rap anyway im tryna get porno career started oh hell yeah every place event done shit dre stuck suitcase went want deal study five chapters lesson throw demos hard signed rappers lesson face em diss em dawg dont give em demo kidnap em come youre comin motherfucker check make em come basement listen lesson get job label switch demos canibus put owners table listen lesson know heard hey let get number ill call tomorrow sure dont act like fan wan na get signed get whitest ar find pull aside rap wack hey dude come lesson get hookup jive dress like icp come see perform live thats key see street aint givin shit bitch dont even bother askin toilet water splashes right ass im spittin cause im always shittin im rappin like master p ungh got blowjob paula jones stuffed far mouth balls broke collarbones told mya shit meah gave alyssa milano syphilis mono gonorrhea three main girls said see ya cause brandy monica walked caught fuckin aaliyah splishsplash im takin bath grab handful pills break em half take em laugh white trash fuckin wife ass youre siphonin gas lawn mower cut grass chorus eminem hurt selfesteem get dissed bad yo diss know sayin get mad rap buncha shit wished big dick know sayin get mad cant listen song shits sad know sayin get mad hell never make wrist slit bad nurse nurse know sayin get mad verse eminem wonderful day go outside play aint need sit inside house hibernate hi renée oh hi toss live grenade driveway drive away afraid blade made razor aids blood drippin rippin stomach like paper mâché talk lot shit never ill though im sick enough beat death feather pillow tipped cows joke laugh jumped choked giraffe snapped neck broke half wagin wars went stage sprayed cage agent orange wiped ass page source demon im steamin year rip voice box scream ear gimmick bitch image live give fuck dont know fuck give yeah dont think guy well im high hell ill beat live cat im swingin tail ill fuckin ill fuckin lay nuts dresser nutsack bang shits spiked bat cut neck sew head right back leave like triggered prick mixed liquor whos itchin leave disfigured stiffer christopher reeves dealing strep throat mother breastfeeding gave flesheating disease im iller takin hammer beating knees walkin south central la bleeding jeans blood crip wakin next day breathing machines flashin back bein shot repeating scenes got smoked live youll scared tell like biggie pac joke chorus eminem hurt selfesteem get dissed bad know sayin get mad rap buncha shit wished know sayin get mad cant listen song shits sad know sayin get mad hell never make wrist slit bad know sayin get mad outro eminem sway know makes real mad dont uhhuh thats right slim shady yup sway tech sprayin wreck bitch dont give heck uhuh damn fuck shit suck mothafuckin dick wake show let tell mean mean hard beats hard rhymes bboys hiphop baby way forever	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	105.3K	June 15, 1999	
The Slim Shady LP (Expanded Edition)	Greg	met retarded kid name greg wooden leg snatched beat fucking head peg go bed keg wake mix alka seltzer formula fuck acid tab strapped whole sheet forehead waited til absorbed fell floor dead said case closed end discussion im blowin like spontaneous human combustion leavin aftermath holocaust traumas cross bombers blowin house killin parents comin back get foster mommas im good keepin promise nostradamus cause aint makin threats im doin drivebys tinted corvettes vietnam war vets im less sick head maybe cause smoked crack today yesterday day saboteur walk block labrador strapped corral war el salvador foul style galore verbal cow manure comin together like eyebrow al b sure	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	32.7K	February 23, 1999	
The Slim Shady LP (Expanded Edition)	Bad Guys Always Die	intro wild haha wild west ha ride verse dr dre eminem see sun reflectin gun ready showdown go one sweat brow lets settle ima show real cowboys get im polishin gold waitin drama unfold got blunt rolled feelin bold gangstas blood runs cold time reload old colt winds gusty hot muggy dusty bust couple shots make sure im rusty past noon soon sip little moonshine inside saloon sudden hear sound hoofs sounds like thousand wolves cock back put toast holster froze pose like poster hes closer close hold heat sturdy heard fights dirty ima put inside leave early went fill hot lead put gun head said never met youll probably never see know names slim want revenge dont shoot im boots im telling truth got price head cause chorus ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die verse dr dre eminem shady seen look face said take ten paces shit took eight spun around aimed straight brain shit went bang fired blank said need bullets hurry run put clip gun pointed lungs drew time stood stunned go ahead shoot im one want figured tellin truth thats didnt shoot gon recall snoop group chronic well got ta find map part two plus know whos got old dude whos got plaques already sold two loaded saddle got ready battle hid two pieces gold inside satchel rolled two miles hit spot old ghost town everybody forgot place used smoke chronic lot slim grabbed shotgun dre heres plot spot call doc loveless hes going around saying took game us lets shoot kneecaps hell never see comin aint got legs cut stomach hes got mechanical legs spins webs plus hes wellrespected hiphop heads mission get stop layin eggs put back flight steps drew two guns spun fingers kicked swingin doors started gunslingin could hear somebody singin sounded like g thang verse keep heads ringin said dres day started spray pulls ak hollow tips started flyin every way thats seen dre trouble came gauge fired first shot spun body around hit ground landed upside dre grabbed map plaques gold grabbed two girlies blunt thats rolled chorus ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die always die outro wild haha wild west haha ride ha intro wild haha wild west ha ride verse dr dre eminem see sun reflectin gun ready showdown go one sweat brow lets settle ima show real cowboys get im polishin gold waitin drama unfold got blunt rolled feelin bold gangstas blood runs cold time reload old colt winds gusty hot muggy dusty bust couple shots make sure im rusty past noon soon sip little moonshine inside saloon sudden hear sound hoofs sounds like thousand wolves cock back put toast holster froze pose like poster hes closer close hold heat sturdy heard fights dirty ima put inside leave early went fill hot lead put gun head said never met youll probably never see know names slim want revenge dont shoot im boots im telling truth got price head cause chorus ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die verse dr dre eminem shady seen look face said take ten paces shit took eight spun around aimed straight brain shit went bang fired blank said need bullets hurry run put clip gun pointed lungs drew time stood stunned go ahead shoot im one want figured tellin truth thats didnt shoot gon recall snoop group chronic well got ta find map part two plus know whos got old dude whos got plaques already sold two loaded saddle got ready battle hid two pieces gold inside satchel rolled two miles hit spot old ghost town everybody forgot place used smoke chronic lot slim grabbed shotgun dre heres plot spot call doc loveless hes going around saying took game us lets shoot kneecaps hell never see comin aint got legs cut stomach hes got mechanical legs spins webs plus hes wellrespected hiphop heads mission get stop layin eggs put back flight steps drew two guns spun fingers kicked swingin doors started gunslingin could hear somebody singin sounded like g thang verse keep heads ringin said dres day started spray pulls ak hollow tips started flyin every way thats seen dre trouble came gauge fired first shot spun body around hit ground landed upside dre grabbed map plaques gold grabbed two girlies blunt thats rolled chorus ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die ride like cowboy toward sun life aint fun youre run got gold got gun life outlaw begun got shotgun side got horse got pride ride til aint place hide sad cause bad guys always die always die outro wild haha wild west haha ride ha	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition	43.8K	June 15, 1999	
The Slim Shady LP (Expanded Edition)	Guilty Conscience (Radio Version)	intro mark avery eddie meet eddie years old fed life way things going goddamn im going fucking insane decides rob liquor store got ta take shit cant take holmes way sudden change heart shit mine suddenly got ta conscience comes play got ta verse dr dre eminem eddie alright stop huh walk door liquor store try get money drawer better think consequence im mother conscience thats nonsense go gaffle money run one aunts cribs borrow damn dress one blond wigs borrow tell need place stay youll safe days shave legs renees razor blades yeah goes like supposed whole neighborhood knows theyll expose think walk door first look store clerk shes older george burns bump sh hit lick afford blow hit rich care scared death chick really think gives kids man dont worth risk youre right slit stop drop biscuit dont even listen slim yo hes bad know dre dont like attitude chorus eminem mark avery voices voices hear hear hear talk ill follow ill follow ill follow ill follow voices voices meet stan years old meeting young girl rave party hear talk ill follow ill follow things start getting hot heavy upstairs bedroom ill follow ill follow conscience comes play verse eminem dr dre listen youre kissin cheek smearin lipstick slip drink got ta nibble little chickens earlobe yo girls fifteen years old could take advantage shes passed easy cut lights thats pick chicken get brads couch leave front porch mom dads house man aint ever seen one movie kids seen porno sun doobiest doobiest wan na get hauled jail bump drop ring doorbell bail chorus eminem mark avery voices voices hear hear hear ill follow ill follow ill follow ill follow meet grady yearold construction worker voices voices hear hear coming home hard days work walks door trailer park home ill follow ill follow ill follow ill follow find wife bed another man verse dr dre eminem alright calm relax start breathin start breathin man caught wife cheatin work shes dude tryna get forget gettin divorced cut chickens head wait theres good explanation tripped fell landed tsh alright shady maybe hes right grady think baby get crazy okay thought still wan na grab kick house get daughter kidnap thats smart dont retard gon na take advice somebody slapped dee barnes say whats wrong didnt think id remember ima kill lil mothaf uhuh temper temper mr dre mr nwa mr ak comin straight outta compton yall better make way hell gon na tell man violent cause dont need go route went done aw sayin em grady wheres gun	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition		February 22, 2019	
The Slim Shady LP (Expanded Edition)	Just Dont Give a Fuck (A Cappella)	verse eminem slim shady brain dead like jim brady im little like kim lady im buzzin dirty dozen naughty rotten rhymer cursin players worse marty schottenheimer wacker motherfucker bit yo style aint gon sell two copies press double album admit fuck comin open im doin acid crack smack coke smokin dope name marshall mathers im alcoholic disease dont know call better hide wallet cause im comin quick strip yo cash bought ticket yo concert come whip yo ass bitch im comin swingin fast itll make yo eyes spin gettin knocked fuck like mike tyson pshh proof puddin ask deshaun holton ill slit yo motherfuckin throat worse ron goldman chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause gon get stuck stoned snuffed cause dont give fuck verse eminem im nicer pete im search crush milkbone im everlastin melt vanilla ice like silicone im ill enough straight diss reason im colder snow season freezin flavor seasoning sneak preview ill diss yo magazine still wont get weak review ill make yo freak leave smell folgers crystals lyrical combat gentlemen hold pistols form like voltron blast shoulder missiles slim shady mm old initials byebye extortion snortin supportin abortion pathological liar blowin shit outta proportion looniest zaniest spontaneous sporadic impulsive thinker compulsive drinker addict half animal half man dumpin yo dead body inside fuckin trash holes afghan chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause finna get stuck stoned snuffed cause dont give fuck verse eminem somebody let limousine hey let im caged demon stage screamin like rage machine im convinced im fiend shootin record spinnin clinically braindead dont need second opinion fuck droppin jewel im flippin sacred treasure ill bite yo motherfuckin style make fresher cant take pressure im sick bitches sick naggin bosses bitchin im washin dishes school never said much busy havin head rush doin much rush face flushed like red blush went jim beam thats face grayed went gym eighth grade raped womens swim team dont take joke im comedian many mental problems got snortin coke smokin weed im goin curb drivin median finally made home dont got key get chorus eminem see yo block two glocks screamin fuck world like pac dont give fuck talkin shit behind back dirty mackin tellin boys im crack dont give fuck put tape back rack go run tell friends shit wack dont give fuck see street duck cause finna get stuck stoned snuffed cause dont give fuck	https://genius.com/albums/Eminem/The-slim-shady-lp-expanded-edition		February 22, 2019	
Kamikaze	The Ringer	intro plane crash yeah illa illa illa yo im gon na write first thoughts see takes cause feel like wan na punch world fuckin face right yeah verse let explain make greatness straight gate im bout break aint mistakes allowed make mistake im bout rape alphabet may raise brows press issue get anger brrr full magazine could take staples savage aint thinkin bout bank account bitch im chain like kala brown motherfucker shut fuck im talkin lil bitch im sorry wait whats talent oh critiquin talent oh bitch dont know fuck yall give subpar bar even opinion mention millions views attention news mention loselose winwin billions views ten cents two skim music give shit reviews get clicks bitch lit fuse dont get misconstrued business us shitlist renewed get shit get dissed cause dont get fuck half shit youre listenin idea much hate choppy flow everyone copies though probly get fuckin audio audi yo adiós see people like lil yachty though even dissin aint simply emcee maybe stan isnt cup tea get maybe cups full syrup lean maybe need stir shit preferably shake world paul wants chill yall want ill eat pill probably old killed new watch bleed death breathe mirror dont see breath possibly im dead must possessed like evil spell im evil evil spelled jam crest whitestrip tip dick ice pick stick vise grip hang spike fence bang pipe wrench take ball sack flick like light switch like vice president mike pence back shit sidekick lay spike strip things id rather hear mic since nine tenths rhyme ice jesus christ man many times someone gon na fuck bitch fuck side chick wont ever see em icy cold get mic polarize shit thames might freeze skull might split like bashed upside bitch got club smash like nightstick yeah turn aint loud enough nah turn valium illa illa illa cause dont know im gon na get mouths shut doesnt matter caliber spit ill bet hundred thousand bucks youll turn around like man fuck sourpuss gon na get mad cause album sucks wants take us ooouuu last week exfan mailed copy mathers lp tell study itll help get back shell love ooouuu mailed bitch back said id like everyone else fucking industry especially effing recovery clone nfing fingerbang chicken wang mgk igg azae lil pump lil xan imitate lil wayne aim everybody game pick name im fed bein humble rumor im hungry im sure heard rumblings heard wan na rumble like empty stomach heard mumblin jumbled mumbojumbo era im pummel thats comin fuck youre gon na run im gon na crumble ill take number two dump aint joyner aint kendrick cole sean youre goner im bout bring anyone bitch want guess walk bk expect whopper order quarter pounder go mcdonalds youre lookin get porterhouse better go get revival yall actin like tried serve slider maybe vocals shoulda autotuned woulda bought sayin longer got cause missed line never caught cause went head youre stupid get cause youre mentally retarded pretend smartest expertise knowledge youll never artist im harder could ever regardless ill never flawless ill ever honest illa illa illa even im gone theyre gon na say brought even hit forties like fuckin alcoholic bottle full malt liquor couldnt bottle shit longer fact know ima hit bottom dont pull jaws defeat rise feet dont see yall even started get beefs enemies die dont cease fire til least deceased im east side never caught slippin see dont sleep even wink dont blink dont doze dont even nod beats dont even close fuckin eyes sneeze aw man bet cypher weak garbage thing aint even orangeoh god thats reach shout colorblind people everyone yall call fire engine green aquamarine think water pink dawg thats date looks like olive look theres apple peach fingerbang pootie tang burger king gucci gang dookie dang charlamagne gon na hate anyway doesnt matter say give donkey day way get underway im gon na say everything wan na say welcome slaughterhouse bitch yeah invite em like one day im done preach cause feel like beast burden line sand even worth cause way see people turnings makin seem worthless startin defeat purpose im watchin fan base shrink thirds tryin right thing word court public opinion reached verdict still yet determined cause im determined critiqued worshipped could go back id least reword say empathize people evil serpent sold dream hes deserted think workin verses makin wee bit nervous hes scurred answer words cause knows lyrically get murdered know least hes heard cause agent orange sent secret service meet person see really think hurtin ask im linked terrorists said comes ink lyricists beef media journalists hold hold hold said beef meaty journalist get mouthful flesh yes mean eating penis cause theyve pannin album death ive givin media fingers dont wan na turn counseling sesh theyve puttin ringer aint ironin shit press took beat cleaners	https://genius.com/albums/Eminem/Kamikaze	3.9M	August 31, 2018	
