Album_Name	Song_Name	Lyrics	Album_URL	Views	Release_date	Unnamed: 6
Recovery	Untitled	intro eminem lesley gore dont nah mannot quite finished yet im one many toys haha woo verse eminem lesley gore girl think mightve tried pull motherfuckin fast one im mad hurt goddamn feeling last one look like arcade tryna play games see saw blade see silhouette stalker walkway better cooperate get sauteed rotisseried youre hogtied mcs get quiet hear motherfuckin dog whistle walk colt seavers mule stuntin ass like fuckin fall guy dont gas mercedes midnight treat like mogwai cause turn gremlin run kids women men vrinnvrinnmotor big fit midget engine bitch give digits cringin hair chinnychinchin spendspend even ten cents since think gon na cost pretty penny shit think pennys pretty imagine beautiful quarter eeniemeeniemineymo catch eskimo toe hes tryna roll snowball dont dont make lose cool hollers better let go yall im one many toys cause chorus eminem lesley gore dont go go go verse eminem get baby get move like uhaul rack brain like pool balls wont ever think shityeah honey called well come havoc beat wreak evili see hear speak itlady put money shady fuck weak shit put eggs basket count every motherfuckin chicken fore hatches cause bet ass gon na get crackin like kraken titans theyre clashin get brains bashed bad kurt cobain askin autograph bloodstained napkin unfashionable bout rational rash fags asshole lets take line run flagpole elton see hes cool dont stand look stupid bitch aint mood shit get dick google til pops yall motherfuckin full shit youre stopped im always shittin diarrhea mouth til speakers crap fart huh girl got hot butt like lit cigarette chigchiggaretret wont get hot fudge sundae strut way slut chorus eminem lesley gore dont go go go verse eminem got panties bunch bowels uproar ima show came stop askin fuck look little slut cunt whore know want bitch time put math back mathers cause im fuckin problemrun boy every flow got mastered every last word fuckin fags heard comes straight fishs ass yeah words im bassturd lookin like killed kenny gas tankyeah still plenty morals instilled remorse really dont feel eat heart hannibal understandable youre jealous fuck animal got cannibal magnetism cant resist nowcan ho shady dont understand flow understand flow bitch flow like troy polamalus hair boy dont dare try follow compare boy im raw aint even mediumrare stay fuck outta hair boy look stare point cant touch im clairvoyant dont get man void weak shit steroids well bitch im back shit ass trunk elephant hemorrhoids remember boys chorus eminem lesley gore dont go go go outro eminem thank coming hope enjoyed show til next time haha peace peace peace	https://genius.com/albums/Eminem/Recovery	233.3K	June 18, 2010	
Recovery	Ridaz	intro aw man yeah ever club man get fight people dont even know jump verse eminem feel like wan na hit somethin fist clenches youre pissed wan na get someone shit jump youre bout get shit pushed im inches away splittin shit wide open stitches save youll die eyes open hope isnt way end going guess im afraid razors scissors blades make jason say isnt great onlookers participate asskicking debate thats startin take place middle street little know thered allout brawl soon heard beat emergency personnel rush murder scene late absolute pandemonium whisked away ambulance fate nothing nobody told left house today couldve made anticipate asswhipping okay til anger dissipates youll get punched face reciprocate come woo chorus deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches said deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches verse step place enough misplaced anger catch case anxious get shit got gangstas ladies better go get mace cause shady said may wan na pick radio bang face thats fuckin rowdy feel still wan na grill dont wan na get shit beat chill cause doubt yeah got pill found thrill got couple drinks im bound refill girl howdy feel cocksucker spill drink oh hell nah must trying kill buzz budge deal ridaz come got back like two seconds flat thats probably record yeah wasnt expecting cause want act theres cognac bottle snuck cause beer serving tap im bitin fight dirty might get kicked nuts youre frightened like guy might hurt youre quite certain hes nuts ive hit face harder play smarter may start need chainsaw dig way go powder nose pussy louder yell harder slap shit outta hoes set faggot spose settle hit nose well see goes chorus deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches said deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches verse sheer hustle bob weave deflate beer muscles tusslin crowds starting cheer us adrenalines rushin us like geyser gushin much budweiser blood im stranglin windpipe nothing woo signatures ligature marks look big remarks til swing icepick heart least thats feels like pick apart dig ya break like bitch predicament starts throw brick car pain inflicted upon sick bizarre shit almost ridiculous addictive far havin wan na rip fricking ligaments ah hit like bitch scratch nails catch open hand slap like female like bap fact ill crowd smackin wheres dont feel like come chorus deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches said deal ridaz would excuse feel nuts balls feeling mighty big might dig pull em britches outro yeah deal im feeling hard hell right homie almost feel invincible shit aye dre got feeling like cant touched right fool ha im unstoppable damn	https://genius.com/albums/Eminem/Recovery	68.7K	June 18, 2010	
Recovery	Session One	intro eminem ladies gentlemen make noise aw shit yeah ready get shit started aight well brought friends verse eminem aint back sake saying im back could relax id rather stack ammo tracks couple xanax light couple wax candles black relapse til yack jack daniels gnac burp bubbles attitudes immaturin double shot bacardi party vision blurrin whoaoh cant see shit words get slurrin uhoh call r kelly youre trouble whats occurring befo show bearing bad news im bearing whoa wordplay im pushing suck dick couch wan na cushion blow stomp fucking feet til get squishing ho pandemonium standing see oh damn baby look good youre giving wood pull like sweatshirt hood neck work get polly break bread im copping game pinch loaf homie whos favorite pain ass claims spitting flames im kanye crashed words got hood smash like stepped gas destroyed front end deployed damn airbags dash went em laughed came back hour accident bit goddamn jawbreaker half stop faking funk start shaking ass slaughterhouse house caucasian rap blaze track whats fucks amazing slut answer royce verse royce da im right fire marshall verbal pair pliers pry apart lump head designed bar stool designed cartoon need hired jimmy ill fire marshall tucked lining pull flip partner upsidedown like yall couple ing like rick james shooting house nigga fuck yo couch nigga youre screaming fuck world middle finger im shoving dick hole mud bitch know im perfectly fit murder murdered call nickel oj glove got posse insane clowns blow brains opposite ear ask brain sounds bad evil go alfred e neumann mad cerebral last burrito mean nickel wrap eating get beat terrorize bitch like im middle eastern slaughterhouse fire nobody touching good day good night ortiz yo fuck verse joell ortiz im right nike airs buzz lightyears ahead mic peers quite scary look nightmare book write fear heart tight squares harbor art nice wear type weird cause made hotter dear uncle als breath polishing ninth beer homie chill listen swear im god give tracks holyfeel bite ears im right wouldnt waiting hooked iv mummras well look pee joint exception point direction record pigs oink rip intestines isnt infection wont go away penicillin injections millions questions arose inspection exhibit seems noncontagious yet anybody get aw shiddit liddift pen emitted phlegm time alongside edimminem tell friend tell friend write disgusting hook jump shark water swim yo fuck crook verse crooked im right letting shotty pop quick karate chop get body shot get top chopped like lollipop call maserati drop body shop get mommy knocked uncle tommy molliwopped take life ninth inning knife gunfight love knife winning laugh fall shitll funny ill buy bitch new ass watch sit money man bitches holla wan na drop britches jaw dick swallow leave drawers impala ball like iguodala bear arms six koalas soon draw get sent allah bilinguist kill tongue im atilla hun im genghis khan im genius spawn pillage village fun egregious con syllable gun real come long beach saddam slaughterhouse equals swine flu south flying try without tryin slaughterhouse cause us easy wheres jumpoff joe beezy	https://genius.com/albums/Eminem/Recovery	100.2K	June 18, 2010	
Recovery	Cold Wind Blows	produced blaze intro cause things dont change better stay although whole world knows name want bigger stage came see spit game whoa shouldnt difficult explain came back hate fame love game cold ice remain fuck em tell em eat shit go adlibs oh god damn time already haha okay yall dont look happy see fuck man dont everybody welcome back right fuck yall verse get dick call ballsack im nuts michael vick bitch dogfall back mutts fuck worms youve never seen sick puppy fuck sick duck want duck sicked mummy nuts licked gobble em trick yummy bitch dont fuckin think know suck dick dummy youll get butt kicked fuck love shit honey yeah laugh call slut funny shorty dance diss beat fuck words dont listen em anyway yeah struck nerve sucker motherfucker might well let lips pucker like elton john cause im mean cocksucker shit cause went pissed im shittin pissin everybody give fuck right wrong puff buddha light bong take look mariah next time inspire write songcome chorus oh ohoh ohoh oh im cold cold wind blows snows twenty ask man dont know nonono nono im cold cold wind blows blowblowblows blowblow blows oh ohoh verse fuck im loose cannon bruce banners back booth yall sittin ducks im goose standin ill set world fire piss put stick dick circle im fuckin around motherfucker ill show pussyfootin ill kick bitch cunt til makes queef sounds like fuckin whoopee cushion fuck pushin musta mistook sissy soft punk lookin nookie bosom go ahead fuckin hater push told aint fuckin way shush call faggot cause hate pussy man fuck sissy gs gardeners freeze put hoes shady ease man chill nah cant goddamn rap landfill drop anvil shoes cant fill shit day happens world stop spinnin michael j foxll come standstill earthquake urine face cause youre fake lightning noise ow fuck hurt wait lightning noise ow fuck got struck lightnin alright quit god give call evil men lord forgive pen sins cleanse repent warn continue hell ill send wind blew said chorus oh ohoh ohoh oh im cold cold wind blows snows twenty ask man dont know nonono nono im cold cold wind blows blowblowblows blowblow blows oh ohohoh oh verse long way shady dyin day til hang mic time say long til ill drop fuckin bombs like missed pass went long dont like kiss ass lint thong sing along slut slut learn words song oh bitches dont like homie ill nicer women aquaman drowns human torch starts swimmin man im cold soul roll solo dont compare bums like apples oranges peaches plums yeah im bananas pussy cut grapes grow pair swear try diss ill slaughter put everything like everyone autotune last thing want spit rhyme say writing thought chorus oh ohoh ohoh oh im cold cold wind blows snows twenty ask man dont know nonono nono im cold cold wind blows blowblowblows blowblow blows oh ohohoh oh outro dont know dont know caused dont know caused way dont know dont know ill probably way til dyin day dont know im im cold mean things dont mean say guess made	https://genius.com/albums/Eminem/Recovery	480.5K	June 18, 2010	
Recovery	Talkin 2 Myself	intro eminem ayo start song man wan na thank everybody patient bearing last couple years figure shit chorus kobe eminem anybody feels like im talkin one seems know struggle everything ive come anybody hear yeah guess keep talkin feels like im goin insane one whos crazy yeah whoawhoa whoawhoa whoawhoa whoawhoa whoawhoa world feel alone nobody im anyone feels way feel lend ear know im one verse eminem went away guess opened lanes one even knew goin growin pains hatred flowin veins verge goin insane almost made song dissin lil wayne like jealous cause attention gettin felt horrible spittin wasnt anyone buzzin back coulda got almost went kanye god feels like im goin psychotic thank god didnt ida ass handed knew proof wasnt see im booth poppin another pill tryna talk stupid youre gon start dissin people reason specially cant even write decent punchline even youre lyin youre slowly dyin youre denyin health declinin selfesteem youre cryin help chorus kobe eminem anybody feels like im talkin one seems know struggle everything ive come anybody hear yeah guess keep talkin feels like im goin insane one whos crazy yeah world feel alone nobody im anyone feels way feel lend ear know im one verse eminem kobe marshall youre longer man thats bitter pill swallow know im wallowing selfloathing hollow bottoms pill bottle maybe ill hit bottom tomorrow sorrow echoes hall though ohoh oh must talkin wall though dont see nobody else guess keep talkin rappers suck know ive turned hater put false bravado marshall egomaniac thats motto hes desperado hes desperate thoughts bottled inside one foot brake one throttle fallin asleep writers block parkin lot mcdonalds instead feeling sorry something bout admit got problem brain clouded pouted long enough isnt fuckin baby quit worryin bout shady im fuckin goin crazy chorus kobe eminem anybody feels like im talkin one seems know struggle everything ive come anybody hear yeah guess keep talkin feels like im goin insane one whos crazy yeah world feel alone nobody im anyone feels way feel lend ear know im one verse eminem picked ground fuckin swam fore drowned hit bottom hard bounced twice suffice time around different last two albums didnt count encore drugs relapse flushin em ive come make fuckin around got somethin prove fans cause feel like let em please accept apology finally feel like im back normal feel like let formally reintroduce dont know new mes back old homie dont show signs slowin oh im blowin life longer movie show aint homos im back vengeance homie weezy keep ya head ti keep ya head kanye keep ya head dont let keep slayin rest peace dj cause know like struggle shit every single day um chorus kobe eminem anybody feels like im talkin one seems know struggle everything ive come anybody hear yeah guess keep talkin feels like im goin insane one whos crazy yeah world feel alone nobody im anyone feels way feel lend ear know im one outro eminem damn feels like woke something guess forgot fuck man ayo anybody thought going never nothing personal shit going everybody else im back im back haha haha	https://genius.com/albums/Eminem/Recovery	329.9K	June 18, 2010	
Recovery	On Fire	intro haha yeah haha know critics man critics never got nothin nice say man know one thing notice critics man critics never ask day went well ima tell em verse augh yesterday dog died hog tied ho tied bow said next time blog try spit flow wan na criticize dog try little mo im tired could blow fire hole im fired fire lighter dro better hold little tighter go flows tighter hotheaded ghost rider coldhearted spiderman throwing spider snow better get lower flo rida inside lowrider tires hole like winter cold talk im biased hoes listen dog christmas soft gets isnt golf blistering assault wounds salt get lost shit dissin like pissin wizard oz wrap lizard gauze beat jaws grab scissors saws cut livers gizzards balls throw middle ocean blizzard jaws sip piss like sizzurp straw describe tasted like dessert us got gall make chris piss drawers tickle go grave skip visit dog chorus youre fire thats know youre roll cause youre hot like youre burning everyone elses cold youre fire man im fuckin sick got ambulances pullin shit youre fire need stop drop roll cause say shit get whole hiphop shop blow youre fire yeah youre fire yuh verse put bullshit hook two longass verses mistook song look aint song warning brooke hogan david cook crook took book run fast stop writing kill im lightning skillet youre fuckin flash pan pop bitches scatter like hot grease splashing fan mr mathers man yeah im pissed would rather take energy stash come back whip ass salivas like sulfuric acid hand itll eat anything metal ass iron man turn plastic think could stand fuckin chance asinine yeah ask denaun man hit blind man coloring book told color inside lines get hit flying crayon fuck aint playin pull van hop homeless man holding sign sayin vietnam vet im fuckin mind man kick beat ass leave nine grand seem little mean aint savage aint never seen brute wan na get graphic go scenic route couldnt make bulimic puke piece fuckin corn peanut poop sayin sick quit playin prick dont nobody care fuck yellin air aint even talkin one cause aint nobody nobody fuckin test cause hoes wont even dare im wasting punchlines got many spare thought another one might go nah dont waste save psychoyeah plus got rewrite lines said michaels hair whoops chorus youre fire thats know youre roll cause youre hot like youre burning everyone elses cold youre fire man im im hot motherfuckin firetrucks fire homie youre fire need stop drop roll cause say shit get whole hiphop shop blow youre fire yeah oh shit youre fire	https://genius.com/albums/Eminem/Recovery	275.1K	June 18, 2010	
Recovery	Wont Back Down	chorus pnk sound alarm call guards fence yard hold cards wont back oh wont back oh verse eminem cadillac sevilles coupe devilles braindead rims yeah stupid wheels girl im real lose toothandnail tryna fight try deny stupid feel shootin hip yeah boy shoot kill half breath left deathbed screamin f yeah superill baby deal chill split half pill happy meal fuck steak slut ill cut toes step receipt fore foot bill listen garden tool dont make introduce power tool know fuckin drill douchebags feel knowin youre disposable summers eve massengill shadys got mass appeal baby crank shit cause goddamn jam said want punchlines little compact well shorty im man cats aint metaphorically im man gave bruce wayne valium said settle fuckin ass im ready combat man get calm batman nah aint nobody whos bomb nuts lines like moms catscans cause fuckin go bananas honey applaud ass swear god man broads cant dance show em done spaz like goddamn taz yeah chorus pnk sound alarm call guards fence yard hold cards wont back oh wont back oh verse eminem girl shake ass like donkey parkinsons make like michael j fox drawers playin etchasketch bet youll never guess whos knockin door people hit floors yeah tonight ladies gon get divorced girl forget remorse ima hit broads chriss force like pissed talented tongue mafucker aint got lick hittin licks like im robbin liquor stores makin cash registers shit drawers think spit rawest im uncooked slab beef layin kitchen floor words im meat rack bring beat back bring two extension cords ima measure dickshit need six inches fuck dicks big bitch need remind dont need fuckin swine flu sick pig youre addicted im dope im longest needle around hereneed fix ock im big shotget dicksnots youre small pokes little pricks girl think pricks hot ill drink gasoline eat lit match sit back let get hotter better call cops quick fast shadys right back bitchass white trash half sixpack hatchback trailer hitch attached back dispatch chorus pnk sound alarm call guards fence yard hold cards wont back oh wont back oh verse eminem bitch reason boyfriend stopped rappin bird chirp lil wayne slurp zurp til burps smoke purp word search get circles wrapped around like come id like remind fuck im mic oh youre kind girl could take likin psych im spikin like football way since stood foot tall youre good catch shitty spouse got pretty mouth good jaw give good brain watch woodgrain dont want cum stainbitch listenin tryin turn slut im talkin turn back insane tryin talk car shut fuck shits playin im shit stain underwear life whats saying theres thunder lightning say never strikes twice place fuck hit six times three different locations four separate occasions bet stankin ass ive come smash everything path fork road took psycho path poison ivy wouldnt thinkin rash hit dancefloor cutie duty microphone shake booty shorty im shitwhy think proof used call doody chorus pnk sound alarm call guards fence yard hold cards wont back oh wont back oh	https://genius.com/albums/Eminem/Recovery	321K	June 18, 2010	
Recovery	W.T.P.	intro yeah oh get trash said get know happens im around man woo lets go better watch cause come aint stoppin see morning sun give us room thing cause aint come hurt one everybody come get floor grab someone verse man first im boss want get across man even dentist hates floss pull club pinto like porsche garbage bag one windows spraypainted doors flames em michigan plates names em baby shadys come get dames want aint stupid quit tryna run games hes immune cupid tryna put claims cause wont last man climb back try kick gas theres half gallon could last chance gettin home get lap dance shes got tattoo right ass man streets warren michigan call em tramp stamps means belongs time put damn clamps show hussy whos man get amped dance chorus everyone knows one likes alone get floor grab somebody aint nothin white trash party white trash party lets us little bash anyone asks aint one us trash dont know better ask somebody cause white trash party white trash party verse pull fifth bacardi underwear walk around party without care like body without head lookin like zombie night living dead tomorrow ill probably still high get bed til feel like hit sharp part hammer im mixin hennessy fanta pepto mylanta shoot gift like im hollering die santa missed tree hit rudolph two innocent bystanders quit tryna play wall like paul get floor beat drops stop stallin call stephon marbury rap darlin cause soon throw r kelly start ballin makin rain ladies minis im throwin ones fives even im throwin quarters nickels dimes pennies skinnies man bunnies dennys north east west comes trailers south parks muffle cause homie hoods tighter kennys ladies belly buttons innie im outtie hop minivan lets get rowdy come chorus everyone knows one likes alone get floor grab somebody aint nothin white trash party white trash party lets us little bash anyone asks aint one us trash dont know better ask somebody cause white trash party white trash party bridge whether youre black white purple youre misunderstood dont give fuck aint doin shit long know youre evil youre damn good get floor man rep hood verse honey dont let pricks trip make quick dip go doughnuts hospital parking lot cause girli got sick whip kick back window outta gremlin put two milk crates trunk rip stick shift make fiveseater ill damned feed chick aint like split piece dry pita sltotheim shady dont need tank top wife beater ill rip tree ground flip upside fore turn new leaf clown ill tell im raw still need unthaw feel yall shut club like drake mall baby body like thats law baddest little chain blades ever saw coleslaw containers empty straw wrappers got junk trunk car get chorus everyone knows one likes alone get floor grab somebody aint nothin white trash party lets us little bash anyone asks aint one us trash dont know better ask somebody cause white trash party white trash party	https://genius.com/albums/Eminem/Recovery	253K	June 18, 2010	
Recovery	Not Afraid	chorus im afraid im afraid take stand take stand everybody everybody come take hand come take hand well walk road together storm whatever weather cold warm lettin know youre alone holla feel like youve road intro yeah ride guess go place get one might still place youre tryna get follow ill get verse try read lyrics paper lay em wont take sting words say em cause aint way ima let stop causin mayhem say ima somethin dont give damn think im doin fuck world feed beans gassed thinks stoppin ima set without doubt undoubtably look im tearin balcony ifs ands buts dont try ask infinite last relapse album hes still shittin whether hes salary paid hourly bows shits bowels whichever comes first better worse hes married game like fuck christmas gift curse forget earth hes got urge pull dick dirt fuck whole universe chorus im afraid im afraid take stand take stand everybody everybody come take hand come take hand well walk road together storm whatever weather cold warm lettin know youre alone holla feel like youve road verse okay quit playin scissors shit cut crap shouldnt rhyme words rhythm know rap said king lied teeth fuck feelings instead gettin crowned youre gettin capped fans ill never let im back promise never go back promise fact lets honest last relapse cd ehh perhaps ran accents ground relax aint goin back im tryin say get back clickclackblaow cause aint playin around theres game called circle dont know im way back think im still tryin figure crap thought mapped guess didnt fuckin black cloud still follows around time exorcise demons muhfuckers doin jumpin jacks chorus im afraid im afraid take stand take stand everybody everybody come take hand come take hand well walk road together storm whatever weather cold warm lettin know youre alone holla feel like youve road bridge cant keep livin way startin today im breakin cage im standin ima face demons im mannin ima hold ground ive enough im fed time put life back together right verse decision get clean admittedly probably subliminally could come back brandnew helped see dont even realize believe ive wringer little middle finger think got tear eye feel like king world haters make like bees stingers drop dead beef lingers drama promise focus solely handlin responsibilities father solemnly swear always treat roof like daughters raise couldnt lift single shingle cause way feel im strong enough go club corner pub lift whole liquor counter cause im raisin bar id shoot moon im busy gazin stars feel amazin im chorus im afraid im afraid take stand take stand everybody everybody come take hand come take hand well walk road together storm whatever weather cold warm lettin know youre alone holla feel like youve road	https://genius.com/albums/Eminem/Recovery	1.6M	April 29, 2010	
Relapse: Refill	Dr. West (Skit)	dr west morning marshall eminem morning doc dr west discharging today feeling eminem ah anxious dr west anxiety eminem well anxious get home anxious get back world nervous dr west nervous cmon marshall youre big boy youre sounding like bit baby found sponsor yet eminem um yet mean get back dr west well find one find one dont dont eminem well yeah mean got ta start going meetings first wait dr west well mean dont absolutely go meetings mean like requirement fit schedule know youre busy person eminem well yeah thought sobriety important thing dr west else thinking eminem um well know got ta start practicing steps mean learn em start able apply em dr west steps eminem yeah steps dr west theres lot arent eminem well dr west christ dont even know eminem really dr west anything else eminem um well mean question like find situation maybe somebody drinking around something like get tempted dr west take drink eminem dr west take drink yknow take edge eminem take edge man drink already know thats gon na lead dr west mean shakes pills eminem fuck dr westslim shady marshall whats matter darling doubts marshall cant leave youll never leave marshall well always together marshall marshall marshall eminem oh come man oh fuck man alarm beeps oh shit	https://genius.com/albums/Eminem/Relapse-refill	65.2K	May 15, 2009	
Relapse: Refill	My Mom	intro yeah yeah yeah yeah yeah yeah yeah okay alright aight aight aight aight yo yo alright ima lay chorus first go chorus mom loved valium lots drugs thats like cause im like mom loved valium lots drugs thats im im cause im mom verse mom mom know youre probably tired hearin bout mom ohho whoaho story shorty became hooked vaaliuum valium everything food ate water drank fuckin peas plate sprinkled enough season steak every day id least three stomachaches tell kind mother would want see son grow underafuckinchiever teacher didnt think gon na nothin either fuck stickin gum fuckin seat mrs mathers son huffin ether either motherfuckers puffin reefer huffin puffin wasnt either neither buzzin wasnt thought pee teacup bitch aint keeper im sleepin fuck keep fuckin slut need leave fuck alone aint playin go find white crayon color fuckin zebra chorus mom loved valium lots drugs thats like cause im like mom loved valium lots drugs thats im im cause im mom verse wait minute aint dinner paint thinner ate yesterday aint hear complaints heres plate full painkillers wait til crush valium put potatoes little motherfucker ill make sit make retarded fuckin face without even tastin better lick fuckin plate aint wastin put face fore throw basement aint givin youre gon na sit one fuckin place finnickin til next thanksgiving still aint finished ill use shit make spinach dip itll placed shit little shit wan na sit play innocent rack fell hit kmart witnessed child support father aint sent shit none dang business kid bridge mom theres one else quite like mom know let bygones bygones shes reason high im high chorus cause mom loved valium lots drugs thats like cause im like mom loved valium lots drugs thats im im cause im mom bridge mom loved valium party animal im strong finish valium spinach buzz lasts two minutes dont wan na swallow without chewin cant even write rhyme without valium vaaaaaaliummmm ohh verse man never thought could ever drug addict naw fuck cant happen thats actually ended happenin tragedy fuckin past ended catchin probably got acquainted taste aint pharmaceuticals bomb mom beautiful killed fuckin dog medicine done fed feed fuckin aspirin say headache want snack hungry fuckin brat look xanax take take nap eat dont need well fuck break take little piece beat wake nathan alright win dont feel like arguin ill pop gobble start wobblin stumble hobble tumble slip trip fall bed bottle meds heath ledger bobblehead chorus mom loved valium lots drugs thats like cause im like mom loved valium lots drugs thats im im cause im mom outro mom im like mom mom mom mom mom mom mom mom mom mom momma momma likea da momma haha sorry mom still love though dr dre hey shit hella hard homie yo take us outta woo	https://genius.com/albums/Eminem/Relapse-refill	294.6K	May 15, 2009	
Relapse: Refill	Insane	produced dr dre verse born dick brain yeah fucked head stepfather said sucked bed til one night snuck said going back want dick sucked shed cant play teddy ruxpin instead fuck butt get head bust nut get rest next day mother said dont know fucks kid bastard wont even eat nothing hes fed hung bedroom hes dead debbie dont let fucker get upset go stick fuckin cigarette neck ill bet hes fakin ill bet bet probably wants see upset would get ill go handle course unless object aw go fuck brains anys left head chorus could count skeletons closet bed faucet would know ive completely lost nuts hes insane could count skeletons closet bed faucet would know ive completely lost nuts hes insane verse get naw fucker tried bite face got fuckin chased chainsaw took chainsaw bit fuckin blades ate blades stuck baseball slingshot aimed face let thing pop took eye picked played ping pong played ping pong dingdong motherfuckers got nuts like king kong set lawnmower dang lawn laid underneath thing took pants took every fuckin thing everything except tank top training bra aint raw yeah maniac thats shady dawg man motherfuckers gangsta aint dawg shady dawg goin fuckin brain say fuck waitin sing along chorus could count skeletons closet bed faucet would know ive completely lost nuts hes insane could count skeletons closet bed faucet would know ive completely lost nuts hes insane verse dont know felch means yeah well tell would rather get felched felching fuck em ass suck cum youre belching burp belch go back second helping dig im saying man smell want feel like stepfather felt oh fuck little puppy kick puppy hes yelping shady fuck saying dont know help fucks happening think im fuckin melting marshall love boy care wellbeing dad said dont need help peeing im big boy see get naked babysitter tells showed movie like nightmare elm street x called pubic hair chelsea well called ass rape shooting jail scene chorus could count skeletons closet bed faucet would know ive completely lost nuts hes insane could count skeletons closet bed faucet would know ive completely lost nuts hes insane	https://genius.com/albums/Eminem/Relapse-refill	378.9K	May 15, 2009	
Relapse: Refill	Bagpipes from Baghdad	intro oh music ears oh man describe way feel fucking great man okay let see could begin verse locked mariahs wine cellar lunch bread wine bread wine captain crunch red wine breakfast brunch soak inbetween snack crackers munch mariah ever happened us break asked glass punch see never really asked much cant imagine whats going mind nasty breakup latin hunk luis miguel nick cannon better back fuck im playin want back punk hello kitty bedspread satin funk mixed egyptian little rap punk zapp eric clapton shaft frank zappa crunk yeah baby want another crack ya beat spatula want mean really want bad cunt nick fun ive come kick sack junk man could use fresh batch blood prepare vernacular dracula acupuncture chorus bagpipes baghdad ever cease petes sake hes crazy say least bagpipes baghdad whats going mind half time rhyme blowing like bagpipes baghdad somebody turn vacancy sign cause im gone blowing bagpipes baghdad run streets act like madman holding glad verse permanent fixture lyrical mixture im miracle whip trickster signature sound tube lipsticks around im bound put instant wow man ensemble assortment pharmaceuticals beautiful pill dust palm cuticles get residue touchin bottle never knew could remind much momma ill cut ya like dahmer pull butcher knife ya size sword boy im like fuckin red sonja get stuck cornea nice knowing ya norman youre fuckin annoyin drop shovel boy dont know fuck youre doin aint playin fuckin nick cannon prick wish luck fuckin whore every minute theres sucker born snuck malachai made motherfucker suck shuck corn shuck shuck corn chaka khan hit jason face hockey puck told fuckin man fuck ya doin youre runnin snowblower lawnmower blowin bagpipes baghdad chorus bagpipes baghdad ever cease petes sake hes crazy say least bagpipes baghdad whats going mind half time rhyme blowing like bagpipes baghdad somebody turn vacancy sign cause im gone blowing bagpipes baghdad run streets act like madman holding glad bag verse bed two braindead lesbian vegetables bet become heterosexual nothing stop molestin tittyfuckin til breast nipple flesh tickles testicles said two conjoined twins hows going girlfriends needs boyfriend need ointment set appointment whos gon na see doctor first well coin flip got oneyear sobriety coin chip bad get going bad going get baby shouldnt trouble rubbing groins especially youre joined hip im going get needle thread sewing kit attempt separate em stitch em back loin shit lure little boy chocolate chips ahoy chip cookie lookie even took polaroid pic chorus bagpipes baghdad ever cease petes sake hes crazy say least bagpipes baghdad whats going mind half time rhyme blowing like bagpipes baghdad somebody turn vacancy sign cause im gone blowing bagpipes baghdad run streets act like madman holding glad bag oh bagpipes baghdad outro hghumdaylilaaaaaaaaaaaaaaaahaah hghumdaylilaaaaaaaaaaaaaaaahaah hghumdaylilaaaaaaaaaaaaaaaahaah hghumdaylilaaaaaaaaaaaaaaaahaah	https://genius.com/albums/Eminem/Relapse-refill	292.5K	May 15, 2009	
Relapse: Refill	Hello	intro hello hello allow introduce name shady nice meet nice meet long time long time im sorry ive away long long name shady never meant leave never meant leave yeah verse see chick gym checking second im bout stick neck mouth lose pill im recklessly wreckin house supposed breakfast heck theres necklace lost right next stephanies blouse man check see mom left nope guess ill reroute maybe somewhere depths couch oh jackpot yeah open sesame mouth hatch feeling cant match rattattap door damn ratchet attacktacktacking whore damn hatchet knapsack packed like fortysome xanaxes shorty come back im tryna score lap dances im bout relapse baby pour jack daniels formula bad capsules bad apple spoils bunch im back ya chorus girl dont mean harm wanted say hello menstruating baby little friends waiting say hello way titties wigglin bootys shakin like jello girl dont mean harm wanted say hello yeah verse equilibriums must lithium dont need buy drugs man people give em becomes everyday extracurriculum reason particular strictly fun fifth rum two bottles fiftyone people asleep damn living room excuse hun name vivian woke next naked uh um course didnt strap jimmy hun im looking torn wrapper dont seem one offense baby girl dont mean harm disease something im trying keep penis free find package im cool immediately run like speedy gonzales see see anyone might couple im fiending head pounding beat drum chorus girl dont mean harm wanted say hello happen anything make mood mellow oval pink blue yellow girl dont mean harm wanted say hello verse oh days certainly hurting know ill closing curtain good wordword chkwordword chkword chkchkword second third rushed emergency surgery try flush drugs purchased hes longer getting free hundred bucks percodans plus getting lustfully search den pain hitting knee muscles hurtin tirelessly phone trying rustle muscle relaxers back couple paxils hes doubling backwards hes stumbling back slipped fell hit back boom heard something go crack hes bathroom like hes busting nap almost ended soon fact im busting chops im busting rap resuscitated rejuved fuck im back chorus girl dont mean harm wanted say hello happen anything make mood mellow oval pink blue yellow girl dont mean harm wanted say hello outro im saying hello hello allow introduce name shady nice meet nice meet long time long time im sorry ive away long long name shady never meant leave never meant leave yeah like starting clean slate hah	https://genius.com/albums/Eminem/Relapse-refill	197.2K	May 15, 2009	
